label,cluster_no
coffee,2
coffee,2
coffee,2
coffee,2
coffee,0
coffee,2
coffee,2
coffee,0
coffee,0
coffee,2
coffee,0
coffee,2
coffee,0
coffee,0
coffee,2
coffee,2
coffee,0
coffee,2
coffee,0
coffee,0
coffee,0
coffee,0
coffee,0
coffee,0
coffee,0
coffee,2
coffee,0
coffee,2
coffee,2
coffee,2
coffee,2
coffee,2
coffee,0
coffee,2
coffee,0
coffee,0
